exercise_id,source_id,name,canonical_id,canonical_name,bodyPart,target,equipment,equipment_category,equipment_list,needs_machine,Level,Split_Type,movement_pattern,is_compound,focus_zone,muscle_chain,body_region,default_sets,default_reps_min,default_reps_max,instruction_steps,secondary_muscle_count,secondaryMuscles/0,secondaryMuscles/1,secondaryMuscles/2,secondaryMuscles/3,secondaryMuscles/4,secondaryMuscles/5
121,64,barbell one arm bent over row,148,barbell one arm bent over row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
122,3017,barbell pendlay row,156,barbell pendlay row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
123,118,barbell reverse grip bent over row,170,barbell reverse grip bent over row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
124,1317,barbell reverse grip incline bench row,173,barbell reverse grip incline bench row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
125,3168,bodyweight squatting row,245,bodyweight squatting row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,shoulders,,,,
126,3167,bodyweight squatting row (with towel),245,bodyweight squatting row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,shoulders,,,,
127,3156,bodyweight standing close-grip one arm row,247,bodyweight standing close-grip one arm row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
128,3158,bodyweight standing close-grip row,248,bodyweight standing close-grip row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
129,3162,bodyweight standing one arm row,249,bodyweight standing one arm row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
130,3161,bodyweight standing one arm row (with towel),249,bodyweight standing one arm row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
131,3166,bodyweight standing row,250,bodyweight standing row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,shoulders,,,,
132,3165,bodyweight standing row (with towel),250,bodyweight standing row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,shoulders,,,,
133,159,cable decline seated wide-grip row,273,cable decline seated wide-grip row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
134,160,cable floor seated wide-grip row,275,cable floor seated wide-grip row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
135,167,cable high row (kneeling),281,cable high row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
136,1318,cable incline bench row,284,cable incline bench row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,rear deltoids,,,,
137,180,cable low seated row,298,cable low seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
138,189,cable one arm bent over row,305,cable one arm bent over row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
139,193,cable one arm straight back high row (kneeling),318,cable one arm straight back high row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,shoulders,,,,
140,1319,cable palm rotational row,323,cable palm rotational row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
141,208,cable reverse-grip straight back seated high row,340,cable reverse-grip straight back seated high row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
142,1320,cable rope crossover seated row,341,cable rope crossover seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
143,1321,cable rope elevated seated row,342,cable rope elevated seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
144,1322,cable rope extension incline bench row,343,cable rope extension incline bench row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,shoulders,,,,
145,1323,cable rope seated row,349,cable rope seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
146,214,cable seated one arm alternate row,355,cable seated one arm alternate row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
147,861,cable seated row,359,cable seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
148,218,cable seated wide-grip row,362,cable seated wide-grip row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
149,234,cable standing row (v-bar),383,cable standing row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
150,236,cable standing twist row (v-bar),385,cable standing twist row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,10,2,biceps,shoulders,,,,
151,239,cable straight back seated row,388,cable straight back seated row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,3,biceps,forearms,shoulders,,,
152,1324,cable upper row,399,cable upper row,back,upper back,cable,cable,cable,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,shoulders,,,,
153,248,cambered bar lying row,406,cambered bar lying row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
154,253,chin-ups (narrow parallel grip),415,chin-ups,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
155,293,dumbbell bent over row,449,dumbbell bent over row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
156,327,dumbbell incline row,507,dumbbell incline row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
157,3541,dumbbell incline y-raise,514,dumbbell incline y-raise,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,rear deltoids,,,,
158,1328,dumbbell lying rear delt row,538,dumbbell lying rear delt row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,biceps,,,,
159,292,dumbbell one arm bent-over row,549,dumbbell one arm bent-over row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
160,1329,dumbbell palm rotational bent over row,588,dumbbell palm rotational bent over row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
161,1330,dumbbell reverse grip incline bench one arm row,611,dumbbell reverse grip incline bench one arm row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,11,2,biceps,shoulders,,,,
162,1331,dumbbell reverse grip incline bench two arm row,612,dumbbell reverse grip incline bench two arm row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
163,2327,dumbbell reverse grip row (female),613,dumbbell reverse grip row,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
164,3664,dumbbell side plank with rear fly,654,dumbbell side plank with rear fly,back,upper back,dumbbell,free_weight,dumbbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,shoulders,core,,,,
165,1772,elbow lift - reverse push-up,708,elbow lift - reverse push-up,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,triceps,shoulders,,,,
166,3292,elevator,710,elevator,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,trapezius,,,,
167,1344,ez bar reverse grip bent over row,733,ez bar reverse grip bent over row,back,upper back,ez barbell,free_weight,ez barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
168,3295,front lever reps,764,front lever reps,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,core,shoulders,,,,
169,499,inverted row,808,inverted row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
170,2300,inverted row bent knees,809,inverted row bent knees,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
171,2298,inverted row on bench,810,inverted row on bench,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
172,497,inverted row v. 2,808,inverted row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
173,498,inverted row with straps,811,inverted row with straps,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
174,521,kettlebell alternating renegade row,825,kettlebell alternating renegade row,back,upper back,kettlebell,free_weight,kettlebell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,core,shoulders,,,,
175,522,kettlebell alternating row,826,kettlebell alternating row,back,upper back,kettlebell,free_weight,kettlebell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
176,541,kettlebell one arm row,846,kettlebell one arm row,back,upper back,kettlebell,free_weight,kettlebell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
177,1345,kettlebell two arm row,860,kettlebell two arm row,back,upper back,kettlebell,free_weight,kettlebell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
178,571,lever alternating narrow grip seated row,879,lever alternating narrow grip seated row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
179,574,lever bent over row,882,lever bent over row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
180,3200,lever bent-over row with v-bar,883,lever bent-over row with v-bar,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
181,581,lever high row,894,lever high row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,rear deltoids,,,,
182,588,lever narrow grip seated row,905,lever narrow grip seated row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
183,589,lever one arm bent over row,906,lever one arm bent over row,back,upper back,barbell,free_weight,barbell,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
184,1356,lever one arm lateral high row,907,lever one arm lateral high row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
185,1348,lever reverse grip vertical row,915,lever reverse grip vertical row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
186,1349,lever reverse t-bar row,917,lever reverse t-bar row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
187,1350,lever seated row,930,lever seated row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,2,biceps,forearms,,,,
188,606,lever t bar row,936,lever t bar row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
189,1351,lever t-bar reverse grip row,937,lever t-bar reverse grip row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
190,1313,lever unilateral row,939,lever unilateral row,back,upper back,leverage machine,machine,leverage machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,forearms,,,,
191,609,london bridge,940,london bridge,back,upper back,rope,other,rope,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,3,shoulders,biceps,forearms,,,
192,1354,medicine ball overhead slam,958,medicine ball overhead slam,back,upper back,medicine ball,medicine_ball,medicine ball,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,shoulders,core,,,,
193,1773,one arm towel row,978,one arm towel row,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,forearms,,,,
194,3144,resistance band seated straight back row,1025,resistance band seated straight back row,back,upper back,resistance band,bands,resistance band,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,biceps,shoulders,,,,
195,680,rope climb,1044,rope climb,back,upper back,rope,other,rope,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,8,3,forearms,biceps,shoulders,,,
196,3304,skin the cat,1088,skin the cat,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,6,2,shoulders,core,,,,
197,1359,smith bent over row,1106,smith bent over row,back,upper back,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
198,761,smith narrow row,1125,smith narrow row,back,upper back,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,5,2,biceps,rear deltoids,,,,
199,1360,smith one arm row,1126,smith one arm row,back,upper back,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
200,1361,smith reverse grip bent over row,1130,smith reverse grip bent over row,back,upper back,smith machine,machine,smith machine,True,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,2,biceps,forearms,,,,
201,3669,standing archer,1162,standing archer,back,upper back,body weight,bodyweight,body weight,False,Intermediate,"Pull,Back,Upper,Full Body",Pull,True,Upper Body,Posterior,Limbs,3,8,12,7,3,shoulders,biceps,forearms,,,
